"timestamp (abs)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
18526,20000,1,1,1,1,1,1,1,1
18613,20000,1,1,1,1,1,0,0,1
18642,20000,1,1,1,1,1,0,0,0
18680,20000,1,1,0,1,1,0,0,0
18682,20000,1,1,0,0,1,0,0,0
18695,20000,1,0,0,0,1,0,0,0
18696,20000,0,0,0,0,1,0,0,0
18861,20000,1,0,0,0,1,0,0,0
18866,20000,1,1,0,0,1,0,0,0
18881,20000,1,1,1,0,1,0,0,0
18882,20000,1,1,1,1,1,0,0,0
19015,20000,1,1,0,1,1,0,0,0
19017,20000,1,1,0,0,1,0,0,0
19030,20000,1,0,0,0,1,0,0,0
19032,20000,0,0,0,0,1,0,0,0
19194,20000,1,0,0,0,1,0,0,0
19198,20000,1,1,0,0,1,0,0,0
19213,20000,1,1,1,0,1,0,0,0
19214,20000,1,1,1,1,1,0,0,0
19349,20000,1,1,0,1,1,0,0,0
19352,20000,1,1,0,0,1,0,0,0
19363,20000,1,0,0,0,1,0,0,0
19365,20000,0,0,0,0,1,0,0,0
19526,20000,1,0,0,0,1,0,0,0
19532,20000,1,1,0,0,1,0,0,0
19546,20000,1,1,1,1,1,0,0,0
19613,20000,1,1,1,1,1,1,0,0
19622,20000,1,1,1,1,1,1,1,1
19706,20000,1,1,0,1,1,1,1,1
19712,20000,0,0,0,1,1,1,1,1
19727,20000,0,0,0,0,1,1,1,1
19843,20000,0,0,0,1,1,1,1,1
19851,20000,1,0,0,1,1,1,1,1
19854,20000,1,1,0,1,1,1,1,1
19858,20000,1,1,1,1,1,1,1,1
19933,20000,1,1,1,1,1,0,0,1
20002,20000,1,1,1,1,1,0,0,0
20015,20000,1,1,0,1,1,0,0,0
20016,20000,1,1,0,0,1,0,0,0
20030,20000,1,0,0,0,1,0,0,0
20031,20000,0,0,0,0,1,0,0,0
20193,20000,1,0,0,0,1,0,0,0
20198,20000,1,1,0,0,1,0,0,0
20214,20000,1,1,1,1,1,0,0,0
20293,20000,1,1,1,1,1,1,1,1
20372,20000,1,1,0,1,1,1,1,1
20378,20000,0,0,0,1,1,1,1,1
20393,20000,0,0,0,0,1,1,1,1
20510,20000,0,0,0,1,1,1,1,1
20518,20000,1,0,0,1,1,1,1,1
