"timestamp (abs)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
13090,10000,1,0,0,0,1,0,0,0
13096,10000,0,0,0,0,1,0,0,0
13170,10000,1,0,0,0,1,0,0,0
13172,10000,1,1,0,0,1,0,0,0
13177,10000,1,1,1,1,1,0,0,0
13254,10000,1,1,0,1,1,0,0,0
13256,10000,1,1,0,0,1,0,0,0
13259,10000,1,0,0,0,1,0,0,0
13266,10000,0,0,0,0,1,0,0,0
13337,10000,1,0,0,0,1,0,0,0
13338,10000,1,1,0,0,1,0,0,0
13344,10000,1,1,1,1,1,1,1,1
13384,10000,1,1,1,1,1,0,1,1
13387,10000,1,1,1,1,1,0,0,1
13388,10000,1,1,1,1,1,0,0,0
13421,10000,1,1,0,1,1,0,0,0
13423,10000,1,1,0,0,1,0,0,0
13426,10000,1,0,0,0,1,0,0,0
13433,10000,0,0,0,0,1,0,0,0
13504,10000,1,0,0,0,1,0,0,0
13505,10000,1,1,0,0,1,0,0,0
13510,10000,1,1,1,1,1,0,0,0
13588,10000,1,1,0,1,1,0,0,0
13590,10000,1,1,0,0,1,0,0,0
13593,10000,1,0,0,0,1,0,0,0
13600,10000,0,0,0,0,1,0,0,0
13670,10000,1,0,0,0,1,0,0,0
13671,10000,1,1,0,0,1,0,0,0
13674,10000,1,1,1,1,1,1,0,0
13678,10000,1,1,1,1,1,1,1,1
13764,10000,1,0,0,0,1,0,0,1
13768,10000,0,0,0,0,1,0,0,0
13837,10000,1,0,0,0,1,0,0,0
13838,10000,1,1,0,0,1,0,0,0
13843,10000,1,1,1,0,1,0,0,0
13844,10000,1,1,1,1,1,0,0,0
13921,10000,1,1,0,1,1,0,0,0
13923,10000,1,1,0,0,1,0,0,0
13926,10000,1,0,0,0,1,0,0,0
13933,10000,0,0,0,0,1,0,0,0
14003,10000,1,0,0,0,1,0,0,0
14005,10000,1,1,0,0,1,0,0,0
14010,10000,1,1,1,1,1,0,0,0
14088,10000,1,1,0,1,1,0,0,0
14090,10000,1,1,0,0,1,0,0,0
14093,10000,1,0,0,0,1,0,0,0
14100,10000,0,0,0,0,1,0,0,0
14170,10000,1,0,0,0,1,0,0,0
14171,10000,1,1,0,0,1,0,0,0
14177,10000,1,1,1,1,1,0,0,0
14255,10000,1,1,0,1,1,0,0,0
14256,10000,1,1,0,0,1,0,0,0
14259,10000,1,0,0,0,1,0,0,0
14264,10000,1,0,0,1,1,1,0,0
14267,10000,1,0,0,0,1,1,0,0
14268,10000,1,0,0,1,1,1,1,1
14271,10000,1,0,0,0,1,1,1,1
14273,10000,0,0,0,0,1,1,1,1
14331,10000,0,0,0,1,1,1,1,1
14332,10000,1,1,0,1,1,1,1,1
14334,10000,1,1,1,1,1,1,1,1
14431,10000,1,1,0,1,1,1,1,1
14433,10000,1,0,0,1,1,1,1,1
14438,10000,0,0,0,0,1,1,1,1
14498,10000,0,0,0,1,1,1,1,1
14499,10000,0,1,0,1,1,1,1,1
14500,10000,1,1,0,1,1,1,1,1
14502,10000,1,1,1,1,1,1,1,1
14597,10000,1,1,0,1,1,1,1,1
14598,10000,1,0,0,1,1,1,1,1
14603,10000,0,0,0,0,1,1,1,1
14664,10000,0,0,0,0,1,0,0,1
14668,10000,0,0,0,0,1,0,0,0
14672,10000,1,0,0,0,1,0,0,0
14673,10000,1,1,0,0,1,0,0,0
14678,10000,1,1,1,0,1,0,0,0
14679,10000,1,1,1,1,1,0,0,0
14752,10000,1,1,0,1,1,0,0,0
14754,10000,1,1,0,0,1,0,0,0
14757,10000,1,0,0,0,1,0,0,0
14763,10000,0,0,0,0,1,0,0,0
14837,10000,1,0,0,0,1,0,0,0
14838,10000,1,1,0,0,1,0,0,0
14843,10000,1,1,1,0,1,0,0,0
14844,10000,1,1,1,1,1,0,0,0
14921,10000,1,1,0,1,1,0,0,0
14922,10000,1,1,0,0,1,0,0,0
14926,10000,1,0,0,0,1,0,0,0
14933,10000,0,0,0,0,1,0,0,0
15003,10000,1,0,0,0,1,0,0,0
15005,10000,1,1,0,0,1,0,0,0
15010,10000,1,1,1,1,1,0,0,0
15088,10000,1,1,0,1,1,0,0,0
15089,10000,1,1,0,0,1,0,0,0
15093,10000,1,0,0,0,1,0,0,0
15100,10000,0,0,0,0,1,0,0,0
15154,10000,0,0,0,0,1,1,0,0
15158,10000,0,0,0,0,1,1,1,1
15164,10000,0,0,0,1,1,1,1,1
15165,10000,1,1,0,1,1,1,1,1
15168,10000,1,1,1,1,1,1,1,1
15265,10000,1,1,0,1,1,1,1,1
15267,10000,1,0,0,1,1,1,1,1
15272,10000,0,0,0,0,1,1,1,1
15331,10000,0,0,0,1,1,1,1,1
15332,10000,1,1,0,1,1,1,1,1
15334,10000,1,1,1,1,1,1,1,1
15431,10000,1,1,0,1,1,1,1,1
15433,10000,1,0,0,1,1,1,1,1
15438,10000,0,0,0,0,1,1,1,1
15498,10000,0,0,0,1,1,1,1,1
15500,10000,1,1,0,1,1,1,1,1
15502,10000,1,1,1,1,1,1,1,1
15534,10000,1,1,1,1,1,0,0,0
15586,10000,1,1,0,1,1,0,0,0
15588,10000,1,1,0,0,1,0,0,0
15591,10000,1,0,0,0,1,0,0,0
15594,10000,1,1,0,1,1,1,0,0
15595,10000,1,0,0,1,1,1,0,0
15598,10000,1,0,0,1,1,1,1,1
15602,10000,1,0,0,0,1,1,1,1
15603,10000,0,0,0,0,1,1,1,1
15665,10000,0,0,0,1,1,1,1,1
15667,10000,1,1,0,1,1,1,1,1
15669,10000,1,1,1,1,1,1,1,1
15763,10000,1,0,0,1,1,1,1,1
15769,10000,0,0,0,0,1,1,1,1
15832,10000,0,0,0,1,1,1,1,1
15834,10000,0,1,0,1,1,1,1,1
15835,10000,1,1,0,1,1,1,1,1
15836,10000,1,1,1,1,1,1,1,1
15914,10000,1,1,1,1,1,0,0,1
15918,10000,1,1,1,1,1,0,0,0
15920,10000,1,1,0,1,1,0,0,0
15921,10000,1,1,0,0,1,0,0,0
15923,10000,1,0,0,0,1,0,0,0
15928,10000,0,0,0,0,1,0,0,0
16003,10000,1,0,0,0,1,0,0,0
16004,10000,1,1,0,1,1,1,0,0
16005,10000,1,1,1,1,1,1,0,0
16008,10000,1,1,1,1,1,1,1,1
16097,10000,1,1,0,1,1,1,1,1
16100,10000,1,0,0,1,1,1,1,1
16104,10000,1,0,0,0,1,1,1,1
16105,10000,0,0,0,0,1,1,1,1
16165,10000,0,0,0,1,1,1,1,1
16166,10000,1,1,0,1,1,1,1,1
16168,10000,1,1,1,1,1,1,1,1
16254,10000,1,1,1,1,1,0,0,0
16255,10000,1,1,0,1,1,0,0,0
16256,10000,1,1,0,0,1,0,0,0
16258,10000,1,0,0,0,1,0,0,0
16264,10000,0,0,0,0,1,0,0,0
16337,10000,1,0,0,0,1,0,0,0
16338,10000,1,1,0,0,1,0,0,0
16343,10000,1,1,1,0,1,0,0,0
16344,10000,1,1,1,1,1,0,0,0
16421,10000,1,1,0,1,1,0,0,0
16422,10000,1,1,0,0,1,0,0,0
16425,10000,1,0,0,0,1,0,0,0
16433,10000,0,0,0,0,1,0,0,0
16503,10000,1,0,0,0,1,0,0,0
16505,10000,1,1,0,0,1,0,0,0
16509,10000,1,1,1,0,1,0,0,0
16510,10000,1,1,1,1,1,0,0,0
16587,10000,1,1,0,1,1,0,0,0
16589,10000,1,1,0,0,1,0,0,0
16592,10000,1,0,0,0,1,0,0,0
16600,10000,0,0,0,0,1,0,0,0
16669,10000,1,0,0,0,1,0,0,0
16671,10000,1,1,0,0,1,0,0,0
16676,10000,1,1,1,1,1,0,0,0
16734,10000,1,1,1,1,1,1,0,0
16739,10000,1,1,1,1,1,1,1,1
16765,10000,1,1,0,1,1,1,1,1
16767,10000,1,0,0,1,1,1,1,1
16772,10000,1,0,0,0,1,1,1,1
16773,10000,0,0,0,0,1,1,1,1
16830,10000,0,0,0,1,1,1,1,1
16831,10000,1,1,0,1,1,1,1,1
16833,10000,1,1,1,1,1,1,1,1
16924,10000,1,1,0,1,1,0,0,1
16926,10000,1,1,0,0,1,0,0,1
16928,10000,1,0,0,0,1,0,0,1
16929,10000,1,0,0,0,1,0,0,0
16932,10000,0,0,0,0,1,0,0,0
17003,10000,1,0,0,0,1,0,0,0
17005,10000,1,1,0,0,1,0,0,0
17010,10000,1,1,1,1,1,0,0,0
17087,10000,1,1,0,1,1,0,0,0
17089,10000,1,1,0,0,1,0,0,0
17092,10000,1,0,0,0,1,0,0,0
17099,10000,0,0,0,0,1,0,0,0
17169,10000,1,0,0,0,1,0,0,0
17171,10000,1,1,0,0,1,0,0,0
17176,10000,1,1,1,1,1,0,0,0
17254,10000,1,1,0,1,1,0,0,0
17256,10000,1,1,0,0,1,0,0,0
17259,10000,1,0,0,0,1,0,0,0
17266,10000,0,0,0,0,1,0,0,0
17336,10000,1,0,0,0,1,0,0,0
17337,10000,1,1,0,0,1,0,0,0
17343,10000,1,1,1,1,1,0,0,0
17344,10000,1,1,1,1,1,1,0,0
17349,10000,1,1,1,1,1,1,1,1
17431,10000,1,1,0,1,1,1,1,1
17433,10000,1,0,0,1,1,1,1,1
17438,10000,1,0,0,0,1,1,1,1
17439,10000,0,0,0,0,1,1,1,1
17497,10000,0,0,0,1,1,1,1,1
17498,10000,1,1,0,1,1,1,1,1
17500,10000,1,1,1,1,1,1,1,1
17597,10000,1,1,0,1,1,1,1,1
17599,10000,1,0,0,1,1,1,1,1
17603,10000,1,0,0,0,1,1,1,1
17604,10000,0,0,0,0,1,1,1,1
17664,10000,0,0,0,1,1,1,1,1
17666,10000,1,1,0,1,1,1,1,1
17668,10000,1,1,1,1,1,1,1,1
17674,10000,1,1,1,1,1,0,0,1
17679,10000,1,1,1,1,1,0,0,0
17753,10000,1,1,0,1,1,0,0,0
17754,10000,1,1,0,0,1,0,0,0
17757,10000,1,0,0,0,1,0,0,0
17763,10000,0,0,0,0,1,0,0,0
17834,10000,1,1,0,1,1,1,1,1
17835,10000,1,1,1,1,1,1,1,1
17931,10000,1,1,0,1,1,1,1,1
17933,10000,1,0,0,1,1,1,1,1
17937,10000,1,0,0,0,1,1,1,1
17938,10000,0,0,0,0,1,1,1,1
17997,10000,0,0,0,1,1,1,1,1
17998,10000,1,1,0,1,1,1,1,1
18001,10000,1,1,1,1,1,1,1,1
18097,10000,1,1,0,1,1,1,1,1
18098,10000,1,0,0,1,1,1,1,1
18103,10000,1,0,0,0,1,1,1,1
18104,10000,0,0,0,0,1,1,1,1
18124,10000,0,0,0,0,1,0,0,0
18170,10000,1,0,0,0,1,0,0,0
18171,10000,1,1,0,0,1,0,0,0
18177,10000,1,1,1,1,1,0,0,0
18253,10000,1,1,0,1,1,0,0,0
18255,10000,1,1,0,0,1,0,0,0
18258,10000,1,0,0,0,1,0,0,0
18266,10000,0,0,0,0,1,0,0,0
18274,10000,0,0,0,0,1,1,0,0
18279,10000,0,0,0,0,1,1,1,1
18331,10000,1,0,0,1,1,1,1,1
18332,10000,1,1,0,1,1,1,1,1
18334,10000,1,1,1,1,1,1,1,1
18430,10000,1,1,0,1,1,1,1,1
18431,10000,1,0,0,1,1,1,1,1
18436,10000,1,0,0,0,1,1,1,1
18437,10000,0,0,0,0,1,1,1,1
18498,10000,0,0,0,1,1,1,1,1
18499,10000,1,0,0,1,1,1,1,1
18500,10000,1,1,0,1,1,1,1,1
18502,10000,1,1,1,1,1,1,1,1
18596,10000,1,1,0,1,1,1,1,1
18597,10000,1,0,0,1,1,1,1,1
18602,10000,1,0,0,0,1,1,1,1
18603,10000,0,0,0,0,1,1,1,1
18665,10000,0,0,0,1,1,1,1,1
18667,10000,1,1,0,1,1,1,1,1
18669,10000,1,1,1,1,1,1,1,1
18761,10000,1,1,0,1,1,1,1,1
18762,10000,1,0,0,1,1,1,1,1
18768,10000,0,0,0,0,1,1,1,1
18774,10000,0,0,0,0,1,0,0,1
18779,10000,0,0,0,0,1,0,0,0
18836,10000,1,0,0,0,1,0,0,0
18838,10000,1,1,0,0,1,0,0,0
18843,10000,1,1,1,0,1,0,0,0
18844,10000,1,1,1,1,1,0,0,0
18920,10000,1,1,0,1,1,0,0,0
18922,10000,1,1,0,0,1,0,0,0
18924,10000,1,0,0,0,1,0,0,0
18932,10000,0,0,0,0,1,0,0,0
18934,10000,1,0,0,1,1,1,1,1
18936,10000,1,0,0,0,1,1,1,1
18938,10000,0,0,0,0,1,1,1,1
18997,10000,0,0,0,1,1,1,1,1
18998,10000,1,0,0,1,1,1,1,1
18999,10000,1,1,0,1,1,1,1,1
19001,10000,1,1,1,1,1,1,1,1
19096,10000,1,1,0,1,1,1,1,1
19097,10000,1,0,0,1,1,1,1,1
19102,10000,1,0,0,0,1,1,1,1
19104,10000,0,0,0,0,1,1,1,1
19164,10000,0,0,0,1,1,1,1,1
19166,10000,1,1,0,1,1,1,1,1
19168,10000,1,1,1,1,1,1,1,1
19174,10000,1,1,1,1,1,0,0,1
19179,10000,1,1,1,1,1,0,0,0
19252,10000,1,1,0,1,1,0,0,0
19254,10000,1,1,0,0,1,0,0,0
19256,10000,1,0,0,0,1,0,0,0
19263,10000,0,0,0,0,1,0,0,0
19336,10000,1,0,0,0,1,0,0,0
19337,10000,1,1,0,0,1,0,0,0
19343,10000,1,1,1,1,1,0,0,0
19420,10000,1,1,0,1,1,0,0,0
19422,10000,1,1,0,0,1,0,0,0
19425,10000,1,0,0,0,1,0,0,0
19432,10000,0,0,0,0,1,0,0,0
19503,10000,1,0,0,0,1,0,0,0
19504,10000,1,1,0,0,1,0,0,0
19509,10000,1,1,1,0,1,0,0,0
19510,10000,1,1,1,1,1,0,0,0
19587,10000,1,1,0,1,1,0,0,0
19589,10000,1,1,0,0,1,0,0,0
19592,10000,1,0,0,0,1,0,0,0
19599,10000,0,0,0,0,1,0,0,0
19664,10000,0,0,0,0,1,1,0,0
19666,10000,1,0,0,0,1,1,0,0
19667,10000,1,1,0,1,1,1,0,0
19669,10000,1,1,1,1,1,1,1,1
19764,10000,1,1,0,1,1,1,1,1
19766,10000,1,0,0,1,1,1,1,1
19771,10000,1,0,0,0,1,1,1,1
19772,10000,0,0,0,0,1,1,1,1
19830,10000,0,0,0,1,1,1,1,1
19831,10000,1,1,0,1,1,1,1,1
19834,10000,1,1,1,1,1,1,1,1
19931,10000,1,1,0,1,1,1,1,1
19932,10000,1,0,0,1,1,1,1,1
19936,10000,1,0,0,0,1,1,1,1
19937,10000,0,0,0,0,1,1,1,1
19974,10000,0,0,0,0,1,0,0,1
19979,10000,0,0,0,0,1,0,0,0
20004,10000,1,0,0,0,1,0,0,0
20005,10000,1,1,0,0,1,0,0,0
20010,10000,1,1,1,0,1,0,0,0
20011,10000,1,1,1,1,1,0,0,0
20085,10000,1,1,0,1,1,0,0,0
20087,10000,1,1,0,0,1,0,0,0
20090,10000,1,0,0,0,1,0,0,0
20097,10000,0,0,0,0,1,0,0,0
20169,10000,1,0,0,0,1,0,0,0
20171,10000,1,1,0,0,1,0,0,0
20176,10000,1,1,1,1,1,0,0,0
20253,10000,1,1,0,1,1,0,0,0
20255,10000,1,1,0,0,1,0,0,0
20258,10000,1,0,0,0,1,0,0,0
20266,10000,0,0,0,0,1,0,0,0
20336,10000,1,0,0,0,1,0,0,0
20337,10000,1,1,0,0,1,0,0,0
20342,10000,1,1,1,1,1,0,0,0
20420,10000,1,1,0,1,1,0,0,0
20422,10000,1,1,0,0,1,0,0,0
20424,10000,1,1,1,1,1,1,1,1
20430,10000,1,1,0,1,1,1,1,1
20432,10000,1,0,0,1,1,1,1,1
20437,10000,1,0,0,0,1,1,1,1
20438,10000,0,0,0,0,1,1,1,1
20496,10000,0,0,0,1,1,1,1,1
20498,10000,1,1,0,1,1,1,1,1
20500,10000,1,1,1,1,1,1,1,1
20554,10000,1,1,1,1,1,0,0,1
20559,10000,1,1,1,1,1,0,0,0
20586,10000,1,1,0,1,1,0,0,0
20588,10000,1,1,0,0,1,0,0,0
20591,10000,1,0,0,0,1,0,0,0
20598,10000,0,0,0,0,1,0,0,0
20669,10000,1,0,0,0,1,0,0,0
20670,10000,1,1,0,0,1,0,0,0
20676,10000,1,1,1,1,1,0,0,0
20754,10000,1,1,0,1,1,0,0,0
20755,10000,1,1,0,0,1,0,0,0
20758,10000,1,0,0,0,1,0,0,0
20766,10000,0,0,0,0,1,0,0,0
20835,10000,1,0,0,0,1,0,0,0
20837,10000,1,1,0,0,1,0,0,0
20842,10000,1,1,1,1,1,0,0,0
20920,10000,1,1,0,1,1,0,0,0
20922,10000,1,1,0,0,1,0,0,0
20925,10000,1,0,0,0,1,0,0,0
20932,10000,0,0,0,0,1,0,0,0
20954,10000,0,0,0,0,1,1,0,0
20959,10000,0,0,0,0,1,1,1,1
20996,10000,0,0,0,1,1,1,1,1
20997,10000,1,1,0,1,1,1,1,1
21000,10000,1,1,1,1,1,1,1,1
21097,10000,1,1,0,1,1,1,1,1
21099,10000,1,0,0,1,1,1,1,1
21104,10000,0,0,0,0,1,1,1,1
21164,10000,0,0,0,1,1,1,1,1
21165,10000,1,1,0,1,1,1,1,1
21167,10000,1,1,1,1,1,1,1,1
21263,10000,1,1,0,1,1,1,1,1
21264,10000,1,0,0,1,1,1,1,1
21269,10000,0,0,0,0,1,1,1,1
21331,10000,0,0,0,1,1,1,1,1
21332,10000,1,1,0,1,1,1,1,1
21335,10000,1,1,1,1,1,1,1,1
21429,10000,1,1,0,1,1,1,1,1
21430,10000,1,0,0,1,1,1,1,1
21435,10000,0,0,0,0,1,1,1,1
21444,10000,0,0,0,0,1,0,0,0
21502,10000,1,0,0,0,1,0,0,0
21504,10000,1,1,0,0,1,0,0,0
21509,10000,1,1,1,0,1,0,0,0
21510,10000,1,1,1,1,1,0,0,0
21586,10000,1,1,0,1,1,0,0,0
21588,10000,1,1,0,0,1,0,0,0
21591,10000,1,0,0,0,1,0,0,0
21598,10000,0,0,0,0,1,0,0,0
21669,10000,1,0,0,0,1,0,0,0
21670,10000,1,1,0,0,1,0,0,0
21675,10000,1,1,1,0,1,0,0,0
21676,10000,1,1,1,1,1,0,0,0
21694,10000,1,1,1,1,1,1,0,0
21699,10000,1,1,1,1,1,1,1,1
21764,10000,1,1,0,1,1,1,1,1
21766,10000,1,0,0,1,1,1,1,1
21771,10000,1,0,0,0,1,1,1,1
21772,10000,0,0,0,0,1,1,1,1
21830,10000,0,0,0,1,1,1,1,1
21831,10000,1,1,0,1,1,1,1,1
21833,10000,1,1,1,1,1,1,1,1
21930,10000,1,1,0,1,1,1,1,1
21931,10000,1,0,0,1,1,1,1,1
21936,10000,1,0,0,0,1,1,1,1
21937,10000,0,0,0,0,1,1,1,1
21997,10000,0,0,0,1,1,1,1,1
21999,10000,1,1,0,1,1,1,1,1
22001,10000,1,1,1,1,1,1,1,1
22095,10000,1,1,0,1,1,1,1,1
22096,10000,1,0,0,1,1,1,1,1
22102,10000,0,0,0,0,1,1,1,1
22134,10000,0,0,0,0,1,0,0,1
22139,10000,0,0,0,0,1,0,0,0
22171,10000,1,0,0,0,1,0,0,0
22172,10000,1,1,0,0,1,0,0,0
22177,10000,1,1,1,1,1,0,0,0
22252,10000,1,1,0,1,1,0,0,0
22254,10000,1,1,0,0,1,0,0,0
22256,10000,1,0,0,0,1,0,0,0
22263,10000,0,0,0,0,1,0,0,0
22336,10000,1,0,0,0,1,0,0,0
22337,10000,1,1,0,0,1,0,0,0
22342,10000,1,1,1,0,1,0,0,0
22343,10000,1,1,1,1,1,0,0,0
22420,10000,1,1,0,1,1,0,0,0
22421,10000,1,1,0,0,1,0,0,0
22424,10000,1,0,0,0,1,0,0,0
22431,10000,0,0,0,0,1,0,0,0
22502,10000,1,0,0,0,1,0,0,0
22504,10000,1,1,0,0,1,0,0,0
22508,10000,1,1,1,0,1,0,0,0
22509,10000,1,1,1,1,1,0,0,0
22587,10000,1,1,0,1,1,0,0,0
22588,10000,1,1,0,0,1,0,0,0
22592,10000,1,0,0,0,1,0,0,0
22599,10000,0,0,0,0,1,0,0,0
22624,10000,0,0,0,0,1,1,0,0
22629,10000,0,0,0,0,1,1,1,1
22663,10000,0,0,0,1,1,1,1,1
22664,10000,1,1,0,1,1,1,1,1
22666,10000,1,1,1,1,1,1,1,1
22714,10000,1,1,1,1,1,0,0,1
22719,10000,1,1,1,1,1,0,0,0
22753,10000,1,1,0,1,1,0,0,0
22754,10000,1,1,0,0,1,0,0,0
22757,10000,1,0,0,0,1,0,0,0
22764,10000,0,0,0,0,1,0,0,0
22835,10000,1,0,0,0,1,0,0,0
22837,10000,1,1,0,0,1,0,0,0
22842,10000,1,1,1,0,1,0,0,0
22843,10000,1,1,1,1,1,0,0,0
22920,10000,1,1,0,1,1,0,0,0
22921,10000,1,1,0,0,1,0,0,0
22924,10000,1,1,1,1,1,1,0,0
22926,10000,1,1,0,1,1,1,0,0
22929,10000,1,1,0,1,1,1,1,1
22932,10000,1,0,0,1,1,1,1,1
22937,10000,1,0,0,0,1,1,1,1
22938,10000,0,0,0,0,1,1,1,1
22996,10000,0,0,0,1,1,1,1,1
22998,10000,1,1,0,1,1,1,1,1
23000,10000,1,1,1,1,1,1,1,1
23096,10000,1,1,0,1,1,1,1,1
23098,10000,1,0,0,1,1,1,1,1
23103,10000,0,0,0,0,1,1,1,1
23163,10000,0,0,0,1,1,1,1,1
23165,10000,1,1,0,1,1,1,1,1
23167,10000,1,1,1,1,1,1,1,1
23262,10000,1,1,0,1,1,1,1,1
23263,10000,1,0,0,1,1,1,1,1
23269,10000,0,0,0,0,1,1,1,1
23324,10000,0,0,0,0,1,0,0,1
23329,10000,0,0,0,0,1,0,0,0
23338,10000,1,0,0,0,1,0,0,0
23339,10000,1,1,0,0,1,0,0,0
23343,10000,1,1,1,0,1,0,0,0
23344,10000,1,1,1,1,1,0,0,0
23418,10000,1,1,0,1,1,0,0,0
23420,10000,1,1,0,0,1,0,0,0
23422,10000,1,0,0,0,1,0,0,0
23424,10000,1,1,0,1,1,1,0,0
23426,10000,1,0,0,1,1,1,0,0
23429,10000,1,0,0,1,1,1,1,1
23434,10000,1,0,0,0,1,1,1,1
23435,10000,0,0,0,0,1,1,1,1
23498,10000,0,0,0,1,1,1,1,1
23500,10000,1,1,0,1,1,1,1,1
23501,10000,1,1,1,1,1,1,1,1
23594,10000,1,1,0,1,1,1,1,1
23595,10000,1,0,0,1,1,1,1,1
23601,10000,0,0,0,0,1,1,1,1
23665,10000,0,0,0,1,1,1,1,1
23667,10000,0,1,0,1,1,1,1,1
23668,10000,1,1,0,1,1,1,1,1
23669,10000,1,1,1,1,1,1,1,1
23760,10000,1,1,0,1,1,1,1,1
23761,10000,1,0,0,1,1,1,1,1
23767,10000,0,0,0,0,1,1,1,1
23794,10000,0,0,0,0,1,0,0,0
23836,10000,1,0,0,0,1,0,0,0
23838,10000,1,1,0,0,1,0,0,0
23843,10000,1,1,1,1,1,0,0,0
23919,10000,1,1,0,1,1,0,0,0
23920,10000,1,1,0,0,1,0,0,0
23923,10000,1,0,0,0,1,0,0,0
23931,10000,0,0,0,0,1,0,0,0
24002,10000,1,0,0,0,1,0,0,0
24003,10000,1,1,0,0,1,0,0,0
24009,10000,1,1,1,1,1,0,0,0
24086,10000,1,1,0,1,1,0,0,0
24088,10000,1,1,0,0,1,0,0,0
24091,10000,1,0,0,0,1,0,0,0
24098,10000,0,0,0,0,1,0,0,0
24169,10000,1,0,0,0,1,0,0,0
24170,10000,1,1,0,0,1,0,0,0
24175,10000,1,1,1,0,1,0,0,0
24176,10000,1,1,1,1,1,0,0,0
24253,10000,1,1,0,1,1,0,0,0
24255,10000,1,1,0,0,1,0,0,0
24258,10000,1,0,0,0,1,0,0,0
24265,10000,0,0,0,0,1,0,0,0
24284,10000,0,0,0,0,1,1,1,1
24329,10000,0,0,0,1,1,1,1,1
24330,10000,1,0,0,1,1,1,1,1
24331,10000,1,1,0,1,1,1,1,1
24333,10000,1,1,1,1,1,1,1,1
24394,10000,1,1,1,1,1,0,0,0
24419,10000,1,1,0,1,1,0,0,0
24421,10000,1,1,0,0,1,0,0,0
24424,10000,1,0,0,0,1,0,0,0
24430,10000,0,0,0,0,1,0,0,0
24502,10000,1,0,0,0,1,0,0,0
24503,10000,1,1,0,0,1,0,0,0
24504,10000,1,1,1,1,1,1,0,0
24510,10000,1,1,1,1,1,1,1,1
24576,10000,1,1,1,1,1,1,1,1
